,City,Style,Name
1614,stockholm,asian,375
1615,stockholm,australian,4
1616,stockholm,austrian,4
1617,stockholm,bangladeshi,4
1618,stockholm,bar,401
1619,stockholm,barbecue,100
1620,stockholm,belgian,6
1621,stockholm,brazilian,4
1622,stockholm,brew pub,8
1623,stockholm,british,30
1624,stockholm,cafe,174
1625,stockholm,cajun & creole,1
1626,stockholm,caribbean,5
1627,stockholm,caucasian,6
1628,stockholm,central american,2
1629,stockholm,central european,30
1630,stockholm,chilean,2
1631,stockholm,chinese,137
1632,stockholm,colombian,2
1633,stockholm,contemporary,34
1634,stockholm,cuban,2
1635,stockholm,czech,2
1636,stockholm,danish,6
1637,stockholm,delicatessen,16
1638,stockholm,diner,12
1639,stockholm,dutch,2
1640,stockholm,eastern european,11
1641,stockholm,ethiopian,8
1642,stockholm,european,1404
1643,stockholm,fast food,123
1644,stockholm,french,110
1645,stockholm,fusion,37
1646,stockholm,gastropub,18
1647,stockholm,georgian,2
1648,stockholm,german,14
1649,stockholm,gluten free options,128
1650,stockholm,greek,49
1651,stockholm,grill,23
1652,stockholm,halal,10
1653,stockholm,hawaiian,6
1654,stockholm,healthy,26
1655,stockholm,indian,140
1656,stockholm,indonesian,2
1657,stockholm,international,178
1658,stockholm,irish,12
1659,stockholm,israeli,2
1660,stockholm,italian,328
1661,stockholm,jamaican,3
1662,stockholm,japanese,208
1663,stockholm,korean,28
1664,stockholm,latin,39
1665,stockholm,lebanese,39
1666,stockholm,malaysian,3
1667,stockholm,mediterranean,253
1668,stockholm,mexican,42
1669,stockholm,middle eastern,93
1670,stockholm,mongolian,8
1671,stockholm,moroccan,2
1672,stockholm,new zealand,4
1673,stockholm,pakistani,14
1674,stockholm,persian,17
1675,stockholm,peruvian,12
1676,stockholm,pizza,219
1677,stockholm,polish,6
1678,stockholm,pub,267
1679,stockholm,russian,4
1680,stockholm,scandinavian,518
1681,stockholm,seafood,95
1682,stockholm,soups,24
1683,stockholm,south american,23
1684,stockholm,southwestern,4
1685,stockholm,spanish,93
1686,stockholm,steakhouse,71
1687,stockholm,street food,5
1688,stockholm,sushi,232
1689,stockholm,swedish,863
1690,stockholm,swiss,2
1691,stockholm,taiwanese,2
1692,stockholm,thai,115
1693,stockholm,turkish,35
1694,stockholm,ukrainian,2
1695,stockholm,vegan options,170
1696,stockholm,vegetarian friendly,908
1697,stockholm,vietnamese,32
1698,stockholm,wine bar,25
1699,vienna,afghani,2
1700,vienna,african,6
1701,vienna,american,130
1702,vienna,arabic,6
1703,vienna,argentinean,8
1704,vienna,asian,488
1705,vienna,australian,4
1706,vienna,austrian,1640
1707,vienna,balti,2
1708,vienna,bar,391
1709,vienna,barbecue,69
1710,vienna,belgian,2
1711,vienna,brazilian,1
1712,vienna,brew pub,10
1713,vienna,british,10
1714,vienna,cafe,330
1715,vienna,caribbean,4
1716,vienna,central american,24
1717,vienna,central european,903
1718,vienna,chinese,231
1719,vienna,contemporary,77
1720,vienna,croatian,29
1721,vienna,cuban,6
1722,vienna,czech,10
1723,vienna,danish,2
1724,vienna,delicatessen,56
1725,vienna,diner,50
1726,vienna,eastern european,32
1727,vienna,ecuadorean,2
1728,vienna,egyptian,6
1729,vienna,ethiopian,4
1730,vienna,european,2192
1731,vienna,fast food,112
1732,vienna,filipino,2
1733,vienna,french,56
1734,vienna,fusion,90
1735,vienna,gastropub,58
1736,vienna,georgian,2
1737,vienna,german,403
1738,vienna,gluten free options,76
1739,vienna,greek,79
1740,vienna,grill,50
1741,vienna,halal,20
1742,vienna,healthy,52
1743,vienna,hungarian,12
1744,vienna,indian,94
1745,vienna,indonesian,2
1746,vienna,international,297
1747,vienna,irish,20
1748,vienna,israeli,33
1749,vienna,italian,613
1750,vienna,japanese,187
1751,vienna,korean,28
1752,vienna,kosher,5
1753,vienna,latin,34
1754,vienna,lebanese,31
1755,vienna,malaysian,4
1756,vienna,mediterranean,613
1757,vienna,mexican,49
1758,vienna,middle eastern,160
1759,vienna,mongolian,2
1760,vienna,moroccan,11
1761,vienna,native american,2
1762,vienna,nepali,2
1763,vienna,pakistani,6
1764,vienna,persian,17
1765,vienna,peruvian,9
1766,vienna,pizza,350
1767,vienna,polish,8
1768,vienna,portuguese,10
1769,vienna,pub,160
1770,vienna,romanian,2
1771,vienna,russian,8
1772,vienna,scottish,2
1773,vienna,seafood,151
1774,vienna,soups,63
1775,vienna,south american,31
1776,vienna,southwestern,6
1777,vienna,spanish,55
1778,vienna,sri lankan,10
1779,vienna,steakhouse,66
1780,vienna,street food,18
1781,vienna,sushi,203
1782,vienna,swedish,2
1783,vienna,swiss,4
1784,vienna,taiwanese,9
1785,vienna,thai,52
1786,vienna,tibetan,5
1787,vienna,tunisian,2
1788,vienna,turkish,75
1789,vienna,ukrainian,2
1790,vienna,vegan options,193
1791,vienna,vegetarian friendly,1088
1792,vienna,venezuelan,2
1793,vienna,vietnamese,69
1794,vienna,wine bar,153
1795,warsaw,afghani,1
1796,warsaw,african,2
1797,warsaw,american,128
1798,warsaw,arabic,12
1799,warsaw,argentinean,8
1800,warsaw,asian,305
1801,warsaw,australian,1
1802,warsaw,azerbaijani,2
1803,warsaw,balti,2
1804,warsaw,bar,260
1805,warsaw,barbecue,32
1806,warsaw,belgian,8
1807,warsaw,brazilian,2
1808,warsaw,brew pub,23
1809,warsaw,british,12
1810,warsaw,cafe,138
1811,warsaw,caribbean,4
1812,warsaw,central american,11
1813,warsaw,central european,347
1814,warsaw,chilean,2
1815,warsaw,chinese,61
1816,warsaw,contemporary,45
1817,warsaw,croatian,6
1818,warsaw,cuban,2
1819,warsaw,czech,10
1820,warsaw,delicatessen,6
1821,warsaw,diner,9
1822,warsaw,dutch,2
1823,warsaw,eastern european,239
1824,warsaw,egyptian,3
1825,warsaw,european,1211
1826,warsaw,fast food,89
1827,warsaw,french,58
1828,warsaw,fusion,87
1829,warsaw,gastropub,16
1830,warsaw,georgian,9
1831,warsaw,german,10
1832,warsaw,gluten free options,33
1833,warsaw,greek,15
1834,warsaw,grill,46
1835,warsaw,halal,10
1836,warsaw,hawaiian,2
1837,warsaw,healthy,76
1838,warsaw,hungarian,2
1839,warsaw,indian,94
1840,warsaw,indonesian,8
1841,warsaw,international,243
1842,warsaw,irish,4
1843,warsaw,israeli,27
1844,warsaw,italian,426
1845,warsaw,japanese,166
1846,warsaw,korean,23
1847,warsaw,kosher,2
1848,warsaw,latin,24
1849,warsaw,lebanese,39
1850,warsaw,malaysian,2
1851,warsaw,mediterranean,333
1852,warsaw,mexican,49
1853,warsaw,middle eastern,72
1854,warsaw,moroccan,4
1855,warsaw,nepali,15
1856,warsaw,pakistani,2
1857,warsaw,persian,1
1858,warsaw,peruvian,2
1859,warsaw,pizza,176
1860,warsaw,polish,789
1861,warsaw,portuguese,2
1862,warsaw,pub,173
1863,warsaw,russian,8
1864,warsaw,scandinavian,2
1865,warsaw,seafood,34
1866,warsaw,soups,67
1867,warsaw,south american,3
1868,warsaw,spanish,50
1869,warsaw,steakhouse,59
1870,warsaw,street food,4
1871,warsaw,sushi,171
1872,warsaw,thai,98
1873,warsaw,tibetan,2
1874,warsaw,tunisian,1
1875,warsaw,turkish,37
1876,warsaw,ukrainian,11
1877,warsaw,vegan options,120
1878,warsaw,vegetarian friendly,552
1879,warsaw,venezuelan,2
1880,warsaw,vietnamese,42
1881,warsaw,wine bar,61
